,Name,text
3658,Redneck Margarita, salt the rim of a large rocks glass and fill with ice pour in the whiskey triple sec and margarita mix garnish with a lime wedge and serve     bourbon whiskey    triple sec  fill with margarita mix
3659,Russian Comfort, pour southern comfort in an oldfashioned glass with ice and fill with schweppes add a splash of lime juice and serve    cl peach liqueur  tonic water   splashs lime juice
3660,Alexandra 2, shake well and strain into a champagne saucer     brandy    orange liqueur    white creme de cacao    whipping cream   tsp egg
3661,Roxy Special, pour vodkas sour mix and lime juice into a shaker and fill with sprite shake briskly and strain into a highball glass over ice add a lemon slice and a cherry and serve     citrus vodka    mandarin vodka    sours   splashs lime juice  lemonade
3662,Rising Sun, shake with ice strain into a collins glass and fill with orange juice garnish with a lemon slice and a cherry     rice wine    grenadine syrup      orange juice
3663,Russian Sunset, mix vodka triple sec and sour mix in a shaker with ice strain into a chilled collins glass add a dash of grenadine to the top and swirl slightly garnish with a cherry and an orange slice if desired and serve     vodka    triple sec    sours   dashs grenadine syrup
3664,Rising Skirt, add all ingredients to a shaker and shake well pour into a whiskey sour glass with ice and top with an orange slice     mandarin vodka    vodka    orange liqueur    melon liqueur    banana liqueur   raspberry liqueur   splashs sours   splashs apple juice
3665,Rye Sling, shake rye whiskey cherry heering sugar syrup and lemon juice well over ice cubes in a shaker strain into a collins glass over ice cubes fill with soda garnish with a cocktail cherry and serve     rye whiskey    cherry liqueur    lemon juice    sugar syrup    squash
3666,Reisen, mix in a small oldfashioned or lowball glass     butterscotch liqueur    chocolate liqueur    irish cream
3667,Rocket Fuel, combine in a whiskey sour glass and serve     vodka    tequila    white rum
3668,Red Hurricane, pour over ice in a highball glass stir and serve     lemon rum    tequila    cranberry juice
3669,Red Hot Lover, shake briefly pour into an icefilled hurricane glass and serve     vodka    peach schnapps   dashs grenadine syrup   ml strawberry juice   ml orange juice
3670,Ritz Old-Fashioned, rim an oldfashioned glass with lemon juice and caster sugar place a teaspoonsized sugar cube into the glass and saturate with angostura bitters fill the glass threequarters of the way with broken ice shake other ingredients except soda and strain     bourbon whiskey    orange liqueur   tsp maraschino liqueur   tsp lemon juice   tsp egg white   tsp sugar   dashs bitters    soda water
3671,Arthur`s Day Dream, blend briefly with threequarters glassful of crushed ice in a collins glass then add the soda water serve with straws and garnish with a slice of lemon and a sugardipped strawberry     gold tequila    lemon juice   strawberry syrup    strawberry puree    soda water
3672,Rebel Yell Cocktail, combine bourbon cointreau lemon juice and egg white in a shaker halffilled with ice cubes shake well and pour into an oldfashioned glass garnish with an orange slice and serve     bourbon whiskey    triple sec    lemon juice   egg
3673,Rum Runner 2, blend with crushed ice pour into a highball glass and serve     blackberry brandy    banana liqueur   black rum    op rum    grenadine syrup    lime juice
3674,Roadrunner Punch, mix equal parts of each liquor in a tall glass top with fruit punch berry flavored recommended and serve with ice    parts coconut rum   parts blue curacao liqueur   parts peach schnapps  fruit punch
3675,Ray-Ray, shake and pour into a highball glass serve with a lemon slice centered between two cherries     peach schnapps    passionfruit liqueur    op rum    apple juice    cranberry juice   drops grenadine syrup
3676,Rum Cola, build in a highball glass and fill with cola     rum      lime juice    cola
3677,Richie 50, pour orange juice into a ounce glass halffilled with vodka stir add a cherry and serve     vodka    orange juice   cherry
3678,Red Panties, pour ingredients into a collins glass filled with ice     vodka    peach schnapps  fill with orange juice  fill with cranberry juice   splashs grenadine syrup
3679,Rum Bubble, combine liquors over ice in a collins glass and stir add club soda stir again gently and serve     rum    triple sec   dashs cinnamon schnapps    club soda
3680,Rod on the Rocks, pour schnapps  peach schnapps over ice in a whiskey sour glass fill with apple cider stir lightly and serve    cupss peach schnapps   cupss apple soda
3681,Rosetta, shake well with ice and strain into a chilled cocktail glass garnish with a flamed orange peel and serve     orange vodka    orange liqueur    bitters    orange juice
3682,A Splash of Mexico, pour the corona lager into a highball glass fill with v8 splash or vary amount to taste and serve     larger beer    strawberrykiwi juice
3683,Rum Milk Punch, shake all ingredients except nutmeg with ice and strain into a collins glass sprinkle nutmeg on top and serve     white rum   cupss milk   tsp superfine sugar  nutmeg
3684,Russian Qualude 2, pour over ice shake vigorously and strain into a martini style cocktail glass garnish with one filbert and serve     vodka    irish cream    coffee liqueur    almond liqueur
3685,Rory O`More, stir all ingredients with ice strain into a cocktail glass and serve     irish whiskey    sweet vermouth   dashs orange bitters
3686,Rugburn, stir and shake ingredients together in an oldfashioned glass and serve    cl irish cream   cl coffee liqueur   cl irish whiskey
3687,Rockin` Killer Koolaid, add all liquors to a shaker with ice and shake pour into a hurricane glass over grenadine to taste add orange juice juice  pinejuice  apple juice and sprite to taste garnish with a candied cherry and serve     gin    almond liqueur   melon liqueur    vodka  lemonade  orange juice  apple juice  grenadine syrup
3688,Royal Passion, shake strain into an oldfashioned glass filled with broken ice and serve     vodka    raspberry liqueur    passion fruit juice
3689,Royal Hawaiian, shake all ingredients with ice strain into a small cocktail glass and serve     gin    lemon juice    apple juice    orgeat syrup
3690,Rum Daisy, combine the rum lemon juice sugar and grenadine in a shaker halffilled with ice cubes shake well and pour into an oldfashioned glass garnish with a maraschino cherry and an orange slice and serve     dark rum    lemon juice   tsp superfine sugar   tsp grenadine syrup
3691,Riprock, pour jim beam into a cocktail shaker add ice fill with orange juice and shake pour into a cocktail glass and serve     bourbon whiskey  orange juice
3692,Royal Hot Chocolate, pour chambord raspberry liqueur and creme de cacao into a coffee mug or irish coffee mug for elegance and fill with hot chocolate     raspberry liqueur    creme de cacao    hot chocolate
3693,Absinthe Drip, add absinthe and one large cube of ice to an oldfashioned glass place an absinthe spoon across the top of the glass with the sugar on it and pour drops of water onto the spoon the water will drop through the holes in the absinthe spoon     absinthe herbal liqueur     tsp sugar
3694,RumRunner`s RubyRed, pour vodka and ruby red grapefruit juice into a large icefilled glass top with tonic water pour into a seperate glass to mix and serve     vodka      grapefruit juice  tonic water
3695,Ricard Tomate, pour ricard and grenadine into a highball glass add water and ice and serve     anise liqueur    grenadine syrup     water
3696,Roll Me Over and Take Me Home, combine over ice cubes into an oldfashionedrocks glass and serve     bourbon whiskey    peach liqueur    anise liqueur
3697,Root Canal, combine peppermint and root beer schnapps in a hurricane glass with ice fill with dr pepper or root beer and stir garnish with a cherry and serve     peppermint schnapps    root beer schnapps  pepper soda
3698,Rum Fizz, shake well over ice in a shaker and strain into a collins glass over ice cubes fill with soda and serve     white rum      sugar syrup    lemon juice    squash
3699,Rose Cocktail, rub rim of a cocktail glass with lemon juice and dip into powdered sugar shake vermouth gin brandy lemon juice and grenadine with ice strain into the sugarrimmed glass and serve     dry vermouth    gin   apricot brandy   tsp lemon juice   tsp grenadine syrup  superfine sugar
3700,Robitussin, stir without ice and serve     cherry vodka    root beer schnapps
3701,Rock and Rye Cooler, shake vodka rock and rye and lime juice with ice strain into a ice filled collins glass top with lemon soda and stir gently garnish with a slice of lime and serve     vodka    exoticfruit liqueur   lime juice  lemon soda
3702,Ritz Bar Fizz, pour into a champagne saucer garnish with a sprig of mint and a cherry and serve     champagne    apple juice    grapefruit juice   tsp grenadine syrup
